study_id	chromosome	start	end	mcj_s	mcj_e	class_s	svclass_s	svname_s	svf_s	svlen_s	leftcn_s	rightcn_s	class_e	svclass_e	svname_e	svf_e	svlen_e	leftcn_e	rightcn_e	mech_s	mech_e	mech_c
PD7206	17	63394132	81195210	baseline+1	no	DEL	DEL	gridss256fb_14835o	25	174	2.5777	6.0659	TELOMERE	no	no	NA	NA	6.0659	NA	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD7206	21	44723653	44795369	no	no	INV	t2tINV	gridss283bb_1880o	31	147	3.505	6.1504	INV	h2hINV	gridss282ff_5062o	72	6753560	6.9969	3.5414	not_analyzed	not_analyzed	excluded
PD7206	22	14500000	16862000	baseline	no	CENTROMERE	no	no	NA	NA	9.1048	9.1048	NONE	no	no	NA	NA	7.3798	4.1699	no_supporting_sv	not_analyzed	intrachromosomal_complex
PD7206	22	17941001	19165910	no	no	NONE	no	no	NA	NA	4.1699	6.1246	INV	h2hINV	gridss285ff_2735o	29	49	6.0527	4.081	not_analyzed	not_analyzed	excluded
PD7206	22	22056853	25396027	no	no	INV	t2tINV	gridss285bb_5360o	76	2342	4.2041	8.4119	DEL	no	no	NA	NA	6.0994	4.0599	not_analyzed	not_analyzed	excluded
PD7206	22	25646747	26010893	no	no	DEL	no	no	NA	NA	4.3351	6.1611	INV	h2hINV	gridss286ff_794o	21	364197	6.1741	4.0267	not_analyzed	not_analyzed	excluded
PD7206	22	26229337	27070965	no	no	BND	TRA	gridss108fb_53552h	94	NA	4.0267	8.8854	DUP	DUP	gridss285bf_1403o	32	7905044	6.8376	4.8416	not_analyzed	not_analyzed	excluded
PD7206	22	35977325	36305334	no	no	BND	TRA	gridss110fb_38959h	28	NA	4.2618	6.1731	BND	TRA	gridss251ff_23276o	14	NA	6.1731	5.1829	not_analyzed	not_analyzed	excluded
PD7206	22	37107529	37272752	no	baseline+1	INV	t2tINV	gridss287bb_2783o	22	10141891	5.1829	6.9975	BND	TRA	gridss282bf_2879o	70	NA	6.9975	3.0762	not_analyzed	translocation	translocation
PD5947	15	47760890	54638249	no	below_baseline	INV	t2tINV	gridss235bb_5876o	115	254	4.1375	8.9452	INV	h2hINV	gridss236ff_9969o	261	1456	12.4164	1.0103	not_analyzed	fold_back_inversion	fold_back_inversion
PD5947	15	85578451	85681411	no	baseline+1	DEL	DEL	gridss239fb_5061o	44	18	4.2612	8.0507	DEL	DEL	gridss239fb_5217o	74	1727	8.0507	2.9374	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD5947	15	85683138	86775094	baseline+1	no	DEL	DEL	gridss239fb_5217o	74	1727	2.9374	7.8846	INV	h2hINV	gridss239ff_4189o	27	388	5.7854	4.5458	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD5947	15	87714820	87717616	no	no	DUP	DUP	gridss239bf_2983o	43	11959844	5.6626	8.3994	INV	h2hINV	gridss239ff_4871o	68	11954945	8.3994	5.6616	not_analyzed	not_analyzed	excluded
PD5947	15	87721024	91023418	no	baseline	DUP	DUP	gridss239bf_2985o	62	11974463	5.6616	8.0897	INV	h2hINV	gridss240ff_1834o	116	10153779	7.7756	1.9861	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD5947	15	92902667	101168197	no	no	INV	t2tINV	gridss240bb_2953o	107	6136386	5.4002	9.7164	INV	h2hINV	gridss241ff_2563o	101	438351	11.3016	5.0796	not_analyzed	not_analyzed	excluded
PD5947	15	101168351	101177197	no	no	INV	t2tINV	gridss241bb_2607o	178	211544	5.0796	10.7868	INV	h2hINV	gridss240ff_1834o	116	10153779	10.7868	5.2703	not_analyzed	not_analyzed	excluded
PD5947	15	101327662	101341839	no	no	INV	t2tINV	gridss240bb_9343o	26	2671450	5.2703	7.5486	BND	TRA	gridss241fb_3993o	36	NA	7.5486	5.1133	not_analyzed	not_analyzed	excluded
PD5947	15	101349798	101356918	no	no	INV	t2tINV	gridss240bb_5650o	48	5908478	5.1133	7.7849	INV	h2hINV	gridss240ff_9416o	60	2700732	7.7849	5.2858	not_analyzed	not_analyzed	excluded
PD5947	15	101379895	101606549	no	baseline+1	INV	t2tINV	gridss241bb_2607o	178	211544	5.2858	11.2157	INV	h2hINV	gridss241ff_2563o	101	438351	9.005	3.0952	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD5947	15	101661120	101786785	baseline+1	baseline+1	DEL	DEL	gridss241fb_2536o	113	1286866	3.0952	9.3819	INV	h2hINV	gridss241ff_3044o	61	1215	6.2362	3.0905	intrachromosomal_complex	fold_back_inversion	fold_back_inversion
PD5947	15	102103558	102531392	no	no	INV	t2tINV	gridss240bb_9341o	58	3448662	5.3407	7.3231	TELOMERE	no	no	NA	NA	8.5538	NA	not_analyzed	not_analyzed	excluded
PD5947	17	25915591	26040647	below_baseline	no	SGL	no	no	NA	NA	1.0402	9.6438	BND	TRA	gridss240ff_5567o	49	NA	9.6438	7.4645	no_supporting_sv	not_analyzed	intrachromosomal_complex
PD5947	17	26074371	26089396	no	no	BND	TRA	gridss241fb_3993o	36	NA	7.4645	9.5849	BND	TRA	gridss241bf_1993o	24	NA	9.5849	7.4911	not_analyzed	not_analyzed	excluded
PD5947	17	32885862	33163435	no	no	INV	t2tINV	gridss253bb_4319o	80	662438	6.535	10.6981	DEL	DEL	gridss253fb_7700o	18	438208	9.3821	8.2427	not_analyzed	not_analyzed	excluded
PD5947	17	47047942	47161351	no	no	DUP	DUP	gridss255bf_518o	53	2074488	7.2084	9.2209	DEL	DEL	gridss255fb_1605o	37	9337484	10.5532	8.3293	not_analyzed	not_analyzed	excluded
PD5947	17	55147629	55197496	baseline+1	no	INV	t2tINV	gridss255bb_5739o	167	1331469	3.8948	10.1255	BND	TRA	gridss65ff_7309h	15	NA	9.3255	8.1373	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD5947	17	56479098	56906322	no	no	INV	t2tINV	gridss255bb_5739o	167	1331469	5.7396	11.8796	INV	h2hINV	gridss253ff_4512o	107	24232734	10.3888	6.0691	not_analyzed	not_analyzed	excluded
PD5947	17	56906494	62410000	no	no	INV	t2tINV	gridss253bb_4609o	91	24232712	6.5561	10.3898	NONE	no	no	NA	NA	9.8877	4.6962	not_analyzed	not_analyzed	excluded
PD5947	17	62606723	63946763	no	no	INV	t2tINV	gridss256bb_6537o	106	136011	4.6962	9.3348	SGL	no	no	NA	NA	11.6327	5.6337	not_analyzed	not_analyzed	excluded
PD7215	4	156134849	156136279	no	no	BND	DUP	gridss84bf_10201o	37	1431	6.6088	7.4736	DUP	DUP	gridss84bf_10201o	37	1431	6.552	4.9268	not_analyzed	not_analyzed	excluded
PD7215	4	156319803	156325296	no	no	DUP	DUP	gridss84bf_10471o	58	5493	4.9268	7.9689	DUP	DUP	gridss84bf_10471o	58	5493	7.9689	4.9763	not_analyzed	not_analyzed	excluded
PD7215	4	171332387	171341433	no	no	DUP	DUP	gridss86bf_3767o	75	9046	4.9977	8.6888	DUP	DUP	gridss86bf_3767o	75	9046	8.6888	4.9971	not_analyzed	not_analyzed	excluded
PD7215	8	36734718	37454477	baseline	no	DUP	DUP	gridss143bf_941o	110	17956997	1.9855	6.0937	INV	h2hINV	gridss143ff_1965o	40	5100899	7.9794	5.3636	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD7215	8	37454632	37458512	no	no	SGL	no	no	NA	NA	5.3636	6.9936	INV	h2hINV	gridss143ff_1974o	53	2302866	6.9936	4.9918	not_analyzed	not_analyzed	excluded
PD7215	8	39528765	39761379	no	no	INV	t2tINV	gridss143bb_4642o	20	3959721	5.9612	6.8952	INV	h2hINV	gridss143ff_1974o	53	2302866	6.8952	4.9092	not_analyzed	not_analyzed	excluded
PD7215	8	41347595	41632348	no	no	INV	t2tINV	gridss143bb_6908o	24	1218728	4.9137	6.9392	BND	TRA	gridss143ff_6989h	16	NA	6.9392	5.9589	not_analyzed	not_analyzed	excluded
PD7215	8	42219573	42221759	no	no	DUP	DUP	gridss143bf_7362o	17	25887607	5.9589	6.1058	DEL	DEL	gridss143fb_13255o	24	709	6.1058	4.6404	not_analyzed	not_analyzed	excluded
PD7215	8	42222468	42555377	no	no	DEL	DEL	gridss143fb_13255o	24	709	4.6404	6.9471	INV	h2hINV	gridss143ff_1965o	40	5100899	6.9471	4.8555	not_analyzed	not_analyzed	excluded
PD7215	8	42566832	42573720	no	no	DUP	DUP	gridss143bf_7789o	33	27368593	5.1181	6.6201	SGL	no	no	NA	NA	6.6201	4.9731	not_analyzed	not_analyzed	excluded
PD7215	8	43488487	45338886	no	baseline	INV	t2tINV	gridss143bb_4642o	20	3959721	4.9731	6.1385	CENTROMERE	no	no	NA	NA	6.1385	6.079	not_analyzed	no_supporting_sv	intrachromosomal_complex
PD6042	4	73965410	77299915	no	no	INV	t2tINV	gridss76bb_18621o	10	2133610	5.1854	6.0841	INV	h2hINV	gridss76ff_33890o	57	3964	8.397	4.5237	not_analyzed	not_analyzed	excluded
PD6042	6	100673318	100674618	no	baseline	INV	t2tINV	gridss116bb_10492o	17	718393	5.87	6.8557	INV	h2hINV	gridss116ff_10413o	92	35052	6.8557	1.683	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD6042	6	100691417	100709671	baseline	baseline	DUP	DUP	gridss116bf_9377o	72	652673	1.683	6.3511	INV	h2hINV	gridss116ff_10413o	92	35052	6.3511	1.6187	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD6042	6	101340894	101344090	no	below_baseline	INV	t2tINV	gridss116bb_12146o	18	16	4.5858	7.0244	DUP	DUP	gridss116bf_9377o	72	652673	7.0244	1.4673	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD6042	8	114348734	115953974	no	no	BND	TRA	gridss108bb_17762o	35	NA	8.6168	10.7055	DUP	DUP	gridss147bf_19504o	32	31195234	10.7055	8.7783	not_analyzed	not_analyzed	excluded
PD6042	8	117824355	118205746	no	no	BND	TRA	gridss151bb_8908h	23	NA	8.7783	10.8388	BND	TRA	gridss151ff_10378h	24	NA	10.8388	8.8062	not_analyzed	not_analyzed	excluded
PD6042	8	118271927	118273909	no	no	BND	TRA	gridss23bb_2885o	11	NA	8.8062	9.4351	DEL	DEL	gridss151fb_11432o	15	20549186	9.4351	8.7801	not_analyzed	not_analyzed	excluded
PD6042	8	120070711	120071907	no	no	BND	TRA	gridss96bb_2364o	20	NA	8.7023	9.8272	INV	h2hINV	gridss151ff_16969o	14	18039931	9.8272	8.5354	not_analyzed	not_analyzed	excluded
PD4315	8	36768001	37633230	no	no	NONE	no	no	NA	NA	4.1082	10.3539	INV	h2hINV	gridss143ff_3103o	173	264704	11.1912	3.8885	not_analyzed	not_analyzed	excluded
PD4315	11	65963429	66463419	baseline+1	baseline	DUP	DUP	gridss188bf_2757o	177	22594568	3.0252	9.7125	BND	TRA	gridss188fb_6541o	119	NA	8.7787	1.8375	intrachromosomal_complex	translocation	translocation
PD4315	11	68703825	70332132	baseline	baseline	DUP	DUP	gridss188bf_4627o	446	11398259	1.9153	21.2734	DEL	DEL	gridss188fb_14328o	182	3109731	9.6845	2.0034	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4315	11	73441863	73510096	baseline	no	DEL	DEL	gridss188fb_14328o	182	3109731	2.0034	9.214	BND	TRA	gridss189ff_1554o	172	NA	11.3876	4.0555	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD4315	11	73843969	74536945	no	no	BND	TRA	gridss189bb_1898o	126	NA	4.0555	9.182	BND	TRA	gridss189fb_4455o	104	NA	8.3216	4.3588	not_analyzed	not_analyzed	excluded
PD4315	11	74568066	75337241	no	baseline+1	DUP	DUP	gridss189bf_2129o	33	1349641	4.3588	7.2381	BND	TRA	gridss189fb_6025o	202	NA	12.3663	3.0712	not_analyzed	translocation	translocation
PD4315	11	75782979	77972834	below_baseline	no	DUP	DUP	gridss189bf_3158o	221	12934891	1.1183	9.0119	INV	h2hINV	gridss189ff_8156o	240	397012	14.8308	5.103	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD4315	11	78246743	78262994	no	no	DUP	DUP	gridss189bf_6072o	125	9440536	5.103	11.3084	DEL	DEL	gridss189fb_12275o	141	102848	11.3084	5.005	not_analyzed	not_analyzed	excluded
PD4315	11	78356932	78594201	no	no	BND	TRA	gridss189bf_6179o	159	NA	3.9213	11.8808	BND	TRA	gridss189ff_9032o	140	NA	11.5755	4.0846	not_analyzed	not_analyzed	excluded
PD4315	11	80099234	80102084	baseline	baseline	BND	TRA	gridss189bb_10667o	524	NA	1.8832	22.4935	DUP	DUP	gridss188bf_4627o	446	11398259	22.4935	2.0539	translocation	intrachromosomal_complex	translocation
PD4315	11	84659566	84952410	baseline+1	baseline+1	BND	TRA	gridss190bb_2457o	215	NA	3.1004	11.4548	BND	TRA	gridss190fb_4839o	222	NA	11.4998	3.0748	translocation	translocation	translocation
PD4315	11	87610073	88717870	no	below_baseline	BND	TRA	gridss190bf_3370o	187	NA	5.3077	12.5362	DUP	DUP	gridss189bf_3158o	221	12934891	9.1442	1.0199	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD4315	12	67612789	71970134	baseline+1	no	INV	t2tINV	gridss202bb_1129o	115	696	3.0499	7.1984	INV	h2hINV	gridss202ff_8373o	21	1819	5.786	4.9979	fold_back_inversion	not_analyzed	fold_back_inversion
PD4315	16	73918650	74095377	no	no	BND	TRA	gridss57fb_12368h	85	NA	4.5982	8.1586	INV	h2hINV	gridss248ff_3849o	49	13429	6.3475	4.7136	not_analyzed	not_analyzed	excluded
PD4315	16	74106945	74108806	no	no	DEL	DEL	gridss248fb_7618o	53	12391	4.7136	6.7993	INV	h2hINV	gridss248ff_3849o	49	13429	6.7937	4.6269	not_analyzed	not_analyzed	excluded
PD4315	16	86236661	86334070	no	no	BND	TRA	gridss16bb_2729o	29	NA	5.8709	7.0404	INV	h2hINV	gridss249ff_6252o	20	1383	7.0404	5.9311	not_analyzed	not_analyzed	excluded
PD4315	20	38438805	38446516	baseline	baseline	BND	TRA	gridss189fb_3121o	155	NA	3.059	9.5189	DEL	DEL	gridss276fb_1778o	84	18969263	9.5189	3.2218	translocation	intrachromosomal_complex	translocation
PD4315	20	38539194	39583775	baseline	no	DUP	DUP	gridss276bf_368o	178	3430649	3.2218	10.2358	INV	h2hINV	gridss276ff_1758o	29	7800480	9.5237	8.855	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD4315	20	41967590	41969843	baseline	baseline	DUP	DUP	gridss276bf_1183o	126	19343509	2.9366	10.3512	DUP	DUP	gridss276bf_368o	178	3430649	10.3512	2.9669	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4315	20	44961609	45031748	no	no	INV	t2tINV	gridss276bb_4511o	274	11634481	7.9314	21.6675	INV	h2hINV	gridss276ff_4613o	352	16052227	22.948	8.1218	not_analyzed	not_analyzed	excluded
PD4315	20	46165374	46169289	no	no	BND	TRA	gridss189bb_7869o	26	NA	8.1331	9.5085	BND	TRA	gridss188ff_7834o	18	NA	9.5085	8.4436	not_analyzed	not_analyzed	excluded
PD4315	20	46830186	46831352	no	no	DEL	DEL	gridss276fb_6356o	53	4391231	6.9003	9.0971	DEL	DEL	gridss277fb_156o	38	7626809	9.0971	7.1477	not_analyzed	not_analyzed	excluded
PD4315	20	47081615	48235346	no	no	DUP	DUP	gridss277bf_94o	103	13424735	5.7041	11.7392	BND	TRA	gridss189bb_10607o	16	NA	9.0389	8.7991	not_analyzed	not_analyzed	excluded
PD4315	20	48347678	49210504	no	no	INV	t2tINV	gridss277bb_1324o	16	13704166	8.7991	10.192	INV	h2hINV	gridss277ff_2015o	49	80939	10.1493	8.8563	not_analyzed	not_analyzed	excluded
PD4315	20	49210718	49225537	no	no	INV	t2tINV	gridss277bb_2037o	109	2865552	8.8563	15.3323	DEL	DEL	gridss277fb_3777o	128	65972	15.3323	8.7639	not_analyzed	not_analyzed	excluded
PD4315	20	49225689	49291444	no	no	INV	t2tINV	gridss277bb_2055o	43	67	8.7639	10.1857	INV	h2hINV	gridss277ff_2015o	49	80939	9.8623	7.5534	not_analyzed	not_analyzed	excluded
PD4315	20	49291509	49306023	no	no	DEL	DEL	gridss277fb_3777o	128	65972	7.5534	14.0872	BND	TRA	gridss189bf_6179o	159	NA	14.0872	7.8523	not_analyzed	not_analyzed	excluded
PD4315	20	52076271	52232595	baseline	baseline	INV	t2tINV	gridss277bb_2037o	109	2865552	2.7945	9.1845	INV	h2hINV	gridss277ff_3551o	162	614	11.2095	2.8485	intrachromosomal_complex	fold_back_inversion	fold_back_inversion
PD4315	20	52232650	53400569	baseline	no	BND	TRA	gridss190bb_2457o	215	NA	2.8485	10.9768	INV	h2hINV	gridss277ff_4563o	22	3451744	9.5587	8.6867	translocation	not_analyzed	translocation
PD4315	20	53535018	53662224	no	no	INV	t2tINV	gridss277bb_4132o	19	678691	8.6867	9.5396	DUP	DUP	gridss276bf_2321o	82	7554212	10.6515	7.4888	not_analyzed	not_analyzed	excluded
PD4315	20	53740854	54336184	no	no	BND	TRA	gridss189bb_1991o	43	NA	7.4888	9.7374	DEL	DEL	gridss277fb_10301o	39	6597918	9.7374	8.0987	not_analyzed	not_analyzed	excluded
PD4315	20	54337943	54353063	no	no	DEL	DEL	gridss277fb_7641o	81	1737006	8.0987	10.8805	DUP	DUP	gridss276bf_1809o	77	9802282	10.8805	7.9241	not_analyzed	not_analyzed	excluded
PD4315	20	54378763	54407928	no	no	INV	t2tINV	gridss276bb_4974o	28	8859180	8.9693	10.0022	DEL	DEL	gridss277fb_10399o	29	49227	10.0022	8.5193	not_analyzed	not_analyzed	excluded
PD4315	20	54457155	54691909	no	baseline	DEL	DEL	gridss277fb_10399o	29	49227	8.4785	9.0624	BND	TRA	gridss189ff_1554o	172	NA	10.382	3.3835	not_analyzed	translocation	translocation
PD4315	20	54692008	54697723	baseline	baseline	INV	t2tINV	gridss277bb_5708o	345	1605743	3.3835	16.7756	DEL	DEL	gridss277fb_10840o	225	5807189	16.7756	3.2386	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4315	20	54699265	54756290	baseline	baseline+1	INV	t2tINV	gridss277bb_5720o	289	5805439	3.2386	16.5719	INV	h2hINV	gridss277ff_5764o	356	2504	16.5719	3.701	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4315	20	54756853	54758794	baseline+1	baseline	DUP	DUP	gridss277bf_2625o	353	1541077	3.701	15.5181	INV	h2hINV	gridss277ff_5764o	356	2504	15.5181	2.8186	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4315	20	55840646	55980161	no	no	BND	TRA	gridss188fb_6541o	119	NA	6.6416	13.2832	INV	h2hINV	gridss277ff_6492o	40	1806342	10.2604	5.9031	not_analyzed	not_analyzed	excluded
PD4315	20	56015890	56297930	no	baseline+1	BND	TRA	gridss189fb_3521o	64	NA	5.9031	9.0934	DUP	DUP	gridss277bf_2625o	353	1541077	18.9019	3.9763	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD4315	20	56596090	56640751	baseline+1	no	INV	t2tINV	gridss276bb_4511o	274	11634481	3.9763	17.6078	DUP	DUP	gridss276bf_2154o	270	10968173	17.6078	6.5055	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD4315	20	56649299	58059709	baseline+1	no	INV	t2tINV	gridss276bb_5101o	284	10977286	3.7458	17.0724	BND	TRA	gridss190bf_1999o	72	NA	10.118	7.7614	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD4315	20	60506623	61311099	baseline	no	BND	TRA	gridss189fb_6025o	202	NA	2.5729	11.912	DUP	DUP	gridss276bf_1183o	126	19343509	12.9219	5.7958	translocation	not_analyzed	translocation
PD4962	1	36006639	39353000	no	no	INV	t2tINV	gridss3bb_21312o	24	4033	4.167	6.1528	NONE	no	no	NA	NA	6.7077	5.3521	not_analyzed	not_analyzed	excluded
PD4962	1	39560001	40598000	no	baseline	NONE	no	no	NA	NA	4.7417	7.0781	NONE	no	no	NA	NA	10.54	1.9279	not_analyzed	no_supporting_sv	intrachromosomal_complex
PD4962	11	67137122	67182472	no	no	INV	t2tINV	gridss188bb_7768o	17	1619270	3.7573	6.8435	DEL	DEL	gridss188fb_13006o	17	6511405	6.8435	4.8785	not_analyzed	not_analyzed	excluded
PD4962	11	73693877	73705740	no	baseline	DEL	DEL	gridss188fb_13006o	17	6511405	4.1531	6.5202	DEL	DEL	gridss189fb_4153o	64	3120376	6.5202	2.1233	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD4962	11	74735001	76069119	baseline	baseline	NONE	no	no	NA	NA	2.1233	6.2982	DEL	DEL	gridss189fb_8968o	55	1147486	6.2982	2.1267	no_supporting_sv	intrachromosomal_complex	intrachromosomal_complex
PD4962	11	77216605	78114581	no	no	DEL	DEL	gridss189fb_8968o	55	1147486	5.9919	9.1528	INV	h2hINV	gridss189ff_12605o	124	10210110	13.6604	4.2952	not_analyzed	not_analyzed	excluded
PD4962	11	81878001	83138891	no	no	NONE	no	no	NA	NA	5.1247	7.9361	BND	TRA	gridss75ff_21461h	15	NA	6.5442	5.5944	not_analyzed	not_analyzed	excluded
PD4962	11	85296001	88324691	no	no	NONE	no	no	NA	NA	5.5944	6.591	INV	h2hINV	gridss189ff_12605o	124	10210110	15.5519	4.9362	not_analyzed	not_analyzed	excluded
PD4962	17	23763006	29012865	baseline	below_baseline	CENTROMERE	no	no	NA	NA	1.7344	10.5759	INV	h2hINV	gridss253ff_8826o	399	8898134	38.058	1.2671	no_supporting_sv	intrachromosomal_complex	intrachromosomal_complex
PD4962	17	29313383	29783765	below_baseline	below_baseline	INV	t2tINV	gridss253bb_8908o	103	4802672	1.2671	9.1324	DEL	DEL	gridss253fb_10828o	80	16488022	9.1324	1.6085	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	17	32176484	32451959	below_baseline	below_baseline	INV	t2tINV	gridss253bb_12274o	95	3054026	2.0174	9.5604	DEL	DEL	gridss253fb_14627o	88	11369994	9.6667	2.3347	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	17	32818190	33335559	below_baseline	below_baseline	SGL	no	no	NA	NA	2.3185	9.9168	BND	TRA	gridss253ff_14193o	94	NA	9.9168	1.9372	no_supporting_sv	translocation	translocation
PD4962	17	35230510	35811396	below_baseline	no	INV	t2tINV	gridss253bb_12274o	95	3054026	1.7212	9.2909	DEL	DEL	gridss253fb_19480o	90	9102772	9.6989	8.1148	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD4962	17	36889211	37090610	baseline	below_baseline	DEL	DEL	gridss254fb_754o	115	526290	2.7423	9.4674	DEL	DEL	gridss254fb_1880o	105	450618	9.4674	1.9443	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	17	37658001	37910999	no	below_baseline	NONE	no	no	NA	NA	8.9951	40.7823	INV	h2hINV	gridss253ff_8826o	399	8898134	40.7823	2.3836	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD4962	17	38191587	38354580	below_baseline	no	DUP	DUP	gridss254bf_1786o	108	26297	2.3836	10.6565	DUP	DUP	gridss253bf_7878o	27	2888348	11.0802	7.3126	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD4962	17	39312127	39428607	baseline	no	INV	t2tINV	gridss254bb_2112o	112	1680820	2.6184	10.7184	INF	no	no	NA	NA	10.7184	9.698	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
PD4962	17	40768687	40787419	below_baseline	below_baseline	DEL	DEL	gridss254fb_2609o	84	3197451	2.2029	9.1101	INV	h2hINV	gridss254ff_6718o	90	1496424	9.1101	2.0834	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	17	41945081	42283844	below_baseline	baseline+1	DUP	DUP	gridss254bf_4017o	80	4357710	2.0834	9.186	INV	h2hINV	gridss254ff_6718o	90	1496424	9.9739	3.7388	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	17	43821953	43981000	below_baseline	below_baseline	DEL	DEL	gridss253fb_14627o	88	11369994	2.1594	9.2657	NONE	no	no	NA	NA	9.2657	2.3942	intrachromosomal_complex	no_supporting_sv	intrachromosomal_complex
PD4962	17	44914168	44950450	below_baseline	below_baseline	MULTIPLE	DEL	gridss253fb_19481o	124	9102590	2.3942	11.1999	DUP	DUP	gridss254bf_161o	79	8783657	9.7168	2.2556	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	17	46271787	46302791	below_baseline	baseline	DEL	DEL	gridss253fb_10828o	80	16488022	2.3596	9.4253	DUP	DUP	gridss254bf_4017o	80	4357710	9.4253	2.8036	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	17	58576777	58710749	no	no	DEL	DEL	gridss256fb_4113o	29	439137	7.726	9.5648	BND	TRA	gridss256ff_4499o	18	NA	9.5648	7.3481	not_analyzed	not_analyzed	excluded
PD4962	22	14500000	16511738	baseline	baseline	CENTROMERE	no	no	NA	NA	8.7625	8.7625	DEL	DEL	gridss285fb_320o	103	20580155	8.7625	1.8723	no_supporting_sv	intrachromosomal_complex	intrachromosomal_complex
PD4962	22	34662001	35438000	baseline	baseline	NONE	no	no	NA	NA	1.8723	29.5438	NONE	no	no	NA	NA	32.6111	2.1017	no_supporting_sv	no_supporting_sv	no_supporting_sv
PD4962	22	35888337	35933015	baseline	baseline	INV	t2tINV	gridss287bb_1144o	73	51151	2.1017	9.2156	BND	TRA	gridss253ff_12737o	87	NA	9.2156	1.5855	intrachromosomal_complex	translocation	translocation
PD4962	22	35933321	35936932	baseline	baseline	INV	t2tINV	gridss287bb_1196o	100	62726	1.5855	9.3208	DEL	DEL	gridss287fb_1627o	76	1250290	9.3208	2.2986	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	22	35939488	35941647	baseline	below_baseline	INV	t2tINV	gridss287bb_1144o	73	51151	2.2986	8.372	INV	h2hINV	gridss287ff_1244o	88	47323	8.372	1.3465	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	22	35942186	35985669	baseline	baseline+1	DUP	DUP	gridss287bf_348o	96	1251244	1.8922	9.4311	SGL	no	no	NA	NA	9.4311	3.4466	intrachromosomal_complex	no_supporting_sv	intrachromosomal_complex
PD4962	22	35985766	35988971	baseline+1	baseline	BND	TRA	gridss253fb_14091o	79	NA	3.4466	9.2546	INV	h2hINV	gridss287ff_1244o	88	47323	9.2546	2.0724	translocation	intrachromosomal_complex	translocation
PD4962	22	35996047	35998574	no	baseline	INV	t2tINV	gridss287bb_1196o	100	62726	5.5604	12.7974	INV	h2hINV	gridss287ff_1318o	87	1188863	12.7974	2.3568	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
PD4962	22	36676549	36692818	baseline+1	baseline	BND	TRA	gridss254fb_4584o	99	NA	2.7686	9.5406	DEL	DEL	gridss287fb_2457o	90	594696	9.5406	2.4681	translocation	intrachromosomal_complex	translocation
PD4962	22	37091893	37193430	baseline	baseline	DEL	DEL	gridss285fb_320o	103	20580155	1.9596	9.6511	DUP	DUP	gridss287bf_348o	96	1251244	9.2918	2.0754	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
PD4962	22	37193512	37234831	baseline	baseline+1	BND	TRA	gridss253bb_7761o	89	NA	2.0754	9.4961	DUP	DUP	gridss287bf_548o	87	219108	9.4961	2.5101	translocation	intrachromosomal_complex	translocation
PD4962	22	37287514	37531899	baseline+1	baseline+1	DEL	DEL	gridss287fb_2457o	90	594696	2.5101	9.4057	SGL	no	no	NA	NA	9.4057	2.7373	intrachromosomal_complex	no_supporting_sv	intrachromosomal_complex
